"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"Int_LV_Bee_Bequest_Medium_Class3",2.50031273426498,2.35892789410277,1.0599360584593,0.289173689831161,2.81464470745065,0.888322681596865,0.374367202406755
"Int_LV_Bee_Encounter_High_Class3",3.34146447856701,1.72028150828008,1.94239399917039,0.0520894212079936,1.65694811124801,2.01663797187363,0.0437333073440274
"Int_LV_Bee_Existence_High_Class3",1.23037997001726,1.90336230252511,0.646424471255402,0.518004496530126,1.96395186397628,0.626481734397601,0.530999013829867
"Int_LV_Bee_Bequest_High_Class3",2.32789255316088,1.52062473868414,1.53087904855165,0.125799288209819,1.92856605848842,1.20705875897528,0.227409515870001
"Int_LV_Beetle_Encounter_Medium_Class3",0.0349556410330941,1.31393683822365,0.0266037453370679,0.97877578597124,1.79482550037566,0.0194757880505809,0.984461551716455
"Int_LV_Beetle_Existence_Medium_Class3",1.15501198511285,1.18807828919738,0.972168244815864,0.330966855584916,1.50089687515228,0.769547864503125,0.441568141401925
"Int_LV_Beetle_Bequest_Medium_Class3",0.0491960670453811,1.49095444889918,0.0329963581930381,0.973677491802523,2.61872765173081,0.018786247975373,0.985011624414249
"Int_LV_Beetle_Encounter_High_Class3",-1.23688602978238,1.29851488979118,-0.952538965480239,0.340823714266601,1.94044589622742,-0.637423610824247,0.523848953009982
"Int_LV_Beetle_Existence_High_Class3",-0.495881891307278,1.26929657532678,-0.390674568061142,0.696037799600305,1.9655384174559,-0.252288068705939,0.800818409722521
"Int_LV_Beetle_Bequest_High_Class3",0.362210583360902,1.32688625388183,0.27297787003313,0.784870226907879,1.66961194838924,0.216942975108883,0.828252785749365
"Int_LV_Wasp_Encounter_Medium_Class3",11.4107365135815,3.44150478874114,3.31562418594088,0.000914387039210762,3.75224946803666,3.0410388783537,0.00235763385942911
"Int_LV_Wasp_Existence_Medium_Class3",3.76938063538755,1.63154207700406,2.31031775920185,0.0208705684337787,1.80659099492897,2.08646043624043,0.0369369354168398
"Int_LV_Wasp_Bequest_Medium_Class3",-1.19470868807434,2.15263482363432,-0.554998309493712,0.578895816744126,2.38092328675624,-0.501783780569432,0.615819623486619
"Int_LV_Wasp_Encounter_High_Class3",12.1082742361833,2.44622761564004,4.94977415787829,7.4299647900844e-07,2.86040764458816,4.23305896944162,2.3053402590012e-05
"Int_LV_Wasp_Existence_High_Class3",5.3380352498166,1.50281062898358,3.5520345324061,0.000382264688868039,2.09450532939137,2.54858995816819,0.0108159387665945
"Int_LV_Wasp_Bequest_High_Class3",-1.46470286124622,2.32367574029521,-0.630338749872276,0.528472975375112,2.54425410218762,-0.575690478394761,0.56482441233506
